,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도,브랜드명
66875,배스킨라빈스먹골역점,음식,기타 간이,아이스크림/빙수,서울특별시,중랑구,묵1동,묵동,서울특별시 중랑구 동일로 918,127.077661234466,37.6123793094622,
69388,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,노원구,중계2.3동,중계동,서울특별시 노원구 동일로203가길 29,127.064268489462,37.6398636729934,
70405,배스킨라빈스신내홈플러스,음식,기타 간이,아이스크림/빙수,서울특별시,중랑구,신내2동,신내동,서울특별시 중랑구 신내로 201,127.093714836609,37.6158015049246,
71261,배스킨라빈스도봉점,음식,기타 간이,아이스크림/빙수,서울특별시,도봉구,도봉1동,도봉동,서울특별시 도봉구 도봉로 883-2,127.045501676555,37.6834764558519,
72392,베스킨라빈스영등포,음식,기타 간이,아이스크림/빙수,서울특별시,영등포구,신길1동,신길동,서울특별시 영등포구 도신로 228,126.916482098528,37.5117241357754,
73392,배스킨라빈스신림남부점,음식,기타 간이,아이스크림/빙수,서울특별시,관악구,대학동,신림동,서울특별시 관악구 신림로 115,126.936451944471,37.470664605062,
75377,베스킨라빈스광장현대점,음식,기타 간이,아이스크림/빙수,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로 494,127.096667440005,37.5411453051848,
76413,베스킨라빈스수유벽산점,음식,기타 간이,아이스크림/빙수,서울특별시,강북구,인수동,수유동,서울특별시 강북구 삼양로 421,127.01658407273,37.641070661517,
77668,베스킨라빈스송파,음식,기타 간이,아이스크림/빙수,서울특별시,송파구,석촌동,석촌동,서울특별시 송파구 가락로 115,127.108859827064,37.5017085701009,
78988,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 선릉로93길 12,127.047287314423,37.5053909086585,
79631,베스킨라빈스석수역점,음식,기타 간이,아이스크림/빙수,서울특별시,금천구,시흥3동,시흥동,서울특별시 금천구 시흥대로 8,126.903470263572,37.4346093615943,
80132,배스킨라빈스망우우림점,음식,기타 간이,아이스크림/빙수,서울특별시,중랑구,망우본동,망우동,서울특별시 중랑구 용마산로 498,127.100313951323,37.5954974197669,
81344,배스킨라빈스건대동문회관점,음식,기타 간이,아이스크림/빙수,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 아차산로 288,127.074895965984,37.5383817201642,
82570,배스킨라빈스중랑역,음식,기타 간이,아이스크림/빙수,서울특별시,중랑구,중화2동,중화동,서울특별시 중랑구 망우로 203,127.074921907571,37.593949565904,
83990,베스킨라빈스31옥수역점,음식,기타 간이,아이스크림/빙수,서울특별시,성동구,옥수동,옥수동,서울특별시 성동구 한림말1길 10,127.016639946813,37.5421639179146,
84116,배스킨라빈스화양,음식,기타 간이,아이스크림/빙수,서울특별시,광진구,군자동,군자동,서울특별시 광진구 광나루로 361,127.069724520217,37.5484238574589,
89899,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,노원구,공릉2동,공릉동,서울특별시 노원구 노원로1길 67,127.08361746095,37.620814405899,
92131,배스킨라빈스서강신수점,음식,기타 간이,아이스크림/빙수,서울특별시,마포구,대흥동,신수동,서울특별시 마포구 백범로 71,126.939752746503,37.549049317652,
93367,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,동작구,상도2동,상도동,서울특별시 동작구 상도로 207,126.941963667651,37.505503643943,
95740,배스킨라빈스대림,음식,기타 간이,아이스크림/빙수,서울특별시,동작구,신대방1동,신대방동,서울특별시 동작구 시흥대로 664-1,126.908506386054,37.4908365410653,
99060,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,서대문구,천연동,영천동,서울특별시 서대문구 통일로 199,126.961177121337,37.5709548469902,
102452,배스킨라빈스보라매공원점,음식,기타 간이,아이스크림/빙수,서울특별시,동작구,신대방2동,신대방동,서울특별시 동작구 여의대방로 86-1,126.91632559535,37.4967292937278,
102544,배스킨라빈스반포역점,음식,기타 간이,아이스크림/빙수,서울특별시,서초구,잠원동,잠원동,서울특별시 서초구 나루터로4길 61,127.013448018261,37.5095823555688,
104972,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,강동구,상일1동,상일동,서울특별시 강동구 상일로 39,127.172605890904,37.5505772145942,
107397,배스킨라빈스성북,음식,기타 간이,아이스크림/빙수,서울특별시,성북구,종암동,종암동,서울특별시 성북구 종암로 109,127.033865393605,37.5998017728192,
107973,배스킨라빈스대림우성점,음식,기타 간이,아이스크림/빙수,서울특별시,영등포구,대림3동,대림동,서울특별시 영등포구 대림로 157,126.899446100163,37.4948612545325,
108293,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,서초구,서초3동,방배동,서울특별시 서초구 효령로 186,127.004329367657,37.4824742270877,
109581,베스킨라빈스강서,음식,기타 간이,아이스크림/빙수,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 화곡로 296,126.84902474267,37.5505694760409,
111691,배스킨라빈스잠실학원가점,음식,기타 간이,아이스크림/빙수,서울특별시,송파구,잠실본동,잠실동,서울특별시 송파구 석촌호수로 114,127.089517232334,37.5075170657047,
112032,배스킨라빈스구로NC점,음식,기타 간이,아이스크림/빙수,서울특별시,구로구,구로5동,구로동,서울특별시 구로구 구로중앙로 152,126.882408589255,37.5013780362844,
112103,베스킨라빈스선유도역점,음식,기타 간이,아이스크림/빙수,서울특별시,영등포구,양평2동,양평동4가,서울특별시 영등포구 양평로 112,126.895234755859,37.5373691783437,
113283,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,관악구,행운동,봉천동,서울특별시 관악구 남부순환로 1917,126.962343222046,37.4778329313054,
113729,배스킨라빈스금천롯데,음식,기타 간이,아이스크림/빙수,서울특별시,금천구,독산1동,독산동,서울특별시 금천구 시흥대로 315,126.896246634182,37.4609790165811,
117552,배스킨라빈스삼양,음식,기타 간이,아이스크림/빙수,서울특별시,강북구,삼양동,미아동,서울특별시 강북구 삼양로 235,127.01825451902,37.6243433545796,
121187,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,구로구,신도림동,신도림동,서울특별시 구로구 경인로 611-7,126.883792618326,37.5064099352039,
121837,배스킨라빈스마포성산점,음식,기타 간이,아이스크림/빙수,서울특별시,마포구,성산2동,성산동,서울특별시 마포구 월드컵북로 189,126.907471368672,37.5680372303688,
122918,배스킨라빈스방학,음식,기타 간이,아이스크림/빙수,서울특별시,도봉구,방학1동,방학동,서울특별시 도봉구 도봉로 675,127.042364355408,37.6647096002896,
123082,배스킨라빈스금천,음식,기타 간이,아이스크림/빙수,서울특별시,금천구,가산동,가산동,서울특별시 금천구 가산로 111,126.89291112556,37.4756078899548,
123546,배스킨라빈스신방화역점,음식,기타 간이,아이스크림/빙수,서울특별시,강서구,방화1동,마곡동,서울특별시 강서구 마곡중앙5로 81,126.818751290008,37.5670837012694,
126218,배스킨라빈스플로우도곡,음식,기타 간이,아이스크림/빙수,서울특별시,강남구,도곡1동,도곡동,서울특별시 강남구 남부순환로363길 16,127.038109779218,37.4863673189678,
129556,배스킨라빈스고속터미널경부선점,음식,기타 간이,아이스크림/빙수,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,127.00681633008,37.5064271601893,
135535,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,종로구,평창동,평창동,서울특별시 종로구 평창12길 3,126.967211144248,37.6061662689608,
137704,배스킨라빈스영등포문래,음식,기타 간이,아이스크림/빙수,서울특별시,영등포구,문래동,문래동3가,서울특별시 영등포구 문래로 79-4,126.890946200059,37.5198037413023,
138050,배스킨라빈스개봉,음식,기타 간이,아이스크림/빙수,서울특별시,구로구,개봉2동,개봉동,서울특별시 구로구 개봉로 59,126.855695082774,37.4910125777342,
140529,배스킨라빈스봉천역점,음식,기타 간이,아이스크림/빙수,서울특별시,관악구,청룡동,봉천동,서울특별시 관악구 남부순환로 1726,126.941785329006,37.4820747579644,
143881,배스킨라빈스구의,음식,기타 간이,아이스크림/빙수,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 광나루로 527,127.088256331637,37.5451444091447,
146688,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 화곡로 149,126.838157433052,37.5412815055026,
147533,배스킨라빈스신월,음식,기타 간이,아이스크림/빙수,서울특별시,양천구,신월3동,신월동,서울특별시 양천구 남부순환로 358,126.828478521983,37.5350318109267,
148833,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,강남구,개포4동,개포동,서울특별시 강남구 개포로 216,127.046408695426,37.478424181676,
149023,배스킨라빈스개봉역사점,음식,기타 간이,아이스크림/빙수,서울특별시,구로구,개봉1동,개봉동,서울특별시 구로구 경인로40길 47,126.85909077095,37.4945144373752,
151603,배스킨라빈스고덕그라시움,음식,기타 간이,아이스크림/빙수,서울특별시,강동구,고덕2동,고덕동,서울특별시 강동구 고덕로 333,127.159471263976,37.5561971380176,
152343,비알배스킨라빈스석촌호수,음식,기타 간이,아이스크림/빙수,서울특별시,송파구,석촌동,석촌동,서울특별시 송파구 석촌호수로 230,127.102446087895,37.5074628334377,
153179,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,송파구,마천2동,마천동,서울특별시 송파구 성내천로 220,127.151884170772,37.4995834207739,
153418,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,은평구,진관동,진관동,서울특별시 은평구 진관2로 77,126.926589335946,37.6343213622661,
154548,배스킨라빈스구로전화국사거리,음식,기타 간이,아이스크림/빙수,서울특별시,금천구,독산3동,독산동,서울특별시 금천구 남부순환로 1386,126.904722062623,37.4797276366293,
155572,베스킨라빈스길음점,음식,기타 간이,아이스크림/빙수,서울특별시,성북구,길음1동,길음동,서울특별시 성북구 동소문로 248,127.024542784767,37.6034553919939,
162769,배스킨라빈스잠실새내,음식,기타 간이,아이스크림/빙수,서울특별시,송파구,잠실본동,잠실동,서울특별시 송파구 백제고분로7길 29,127.082146524008,37.5108930504304,
173641,배스킨라빈스FLOW,음식,기타 간이,아이스크림/빙수,서울특별시,강서구,화곡8동,화곡동,서울특별시 강서구 곰달래로 147,126.84922633396,37.5308297578501,
174739,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,강남구,개포3동,일원동,서울특별시 강남구 개포로110길 43,127.079669209116,37.4915550854452,
175204,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,서초구,방배1동,방배동,서울특별시 서초구 방배로 100,126.996754457504,37.4832661502927,
175748,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,강동구,명일2동,명일동,서울특별시 강동구 동남로73길 17,127.155062237457,37.5527416594019,
179013,배스킨라빈스개봉,음식,기타 간이,아이스크림/빙수,서울특별시,구로구,개봉1동,개봉동,서울특별시 구로구 남부순환로 775,126.847142345267,37.5015617140101,
180933,베스킨라빈스창동,음식,기타 간이,아이스크림/빙수,서울특별시,도봉구,창4동,창동,서울특별시 도봉구 마들로11길 65,127.04964921151,37.6534064990232,
183322,베스킨라빈스31,음식,기타 간이,아이스크림/빙수,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로 50,126.977418783407,37.5504627861452,
184482,배스킨라빈스FLOW압구정현대점,음식,기타 간이,아이스크림/빙수,서울특별시,강남구,압구정동,압구정동,서울특별시 강남구 압구정로29길 71,127.028304754856,37.5335923889483,
186611,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,양천구,신정7동,신정동,서울특별시 양천구 목동남로 46,126.86471059118,37.5087419757957,
188182,배스킨라빈스목동사거리,음식,기타 간이,아이스크림/빙수,서울특별시,강서구,화곡4동,화곡동,서울특별시 강서구 등촌로 49-2,126.863256127542,37.534533751131,
188657,비알배스킨라빈스강남대로,음식,기타 간이,아이스크림/빙수,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 강남대로 442,127.026044486533,37.5020549661299,
192656,비알배스킨라빈스광화문,음식,기타 간이,아이스크림/빙수,서울특별시,종로구,종로1.2.3.4가동,청진동,서울특별시 종로구 종로5길 7,126.980539444393,37.5706100508639,
193610,배스킨라빈스둔촌역점,음식,기타 간이,아이스크림/빙수,서울특별시,강동구,성내3동,성내동,서울특별시 강동구 양재대로 1349,127.135341975344,37.5267115547958,
194671,배스킨라빈스구로천왕역점,음식,기타 간이,아이스크림/빙수,서울특별시,구로구,오류2동,천왕동,서울특별시 구로구 오리로 1141,126.838822471494,37.4859642881259,
194808,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 연희로 276,126.936550223287,37.5816831636979,
195219,배스킨라빈스잠실홈플러스,음식,기타 간이,아이스크림/빙수,서울특별시,송파구,잠실6동,신천동,서울특별시 송파구 올림픽로35가길 16,127.102985725638,37.5162432391894,
196230,베스킨라빈스신정이펜하우스점,음식,기타 간이,아이스크림/빙수,서울특별시,양천구,신정3동,신정동,서울특별시 양천구 신정로7길 75,126.833698069659,37.5130080851589,
197059,배스킨라빈스송파하비오,음식,기타 간이,아이스크림/빙수,서울특별시,송파구,문정2동,문정동,서울특별시 송파구 송파대로 111,127.124872301331,37.4796170833121,
198035,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,성동구,행당2동,행당동,서울특별시 성동구 행당로 101,127.030140603202,37.5578276571037,
200754,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,강북구,우이동,우이동,서울특별시 강북구 삼양로 547,127.012444428805,37.6516322180747,
207187,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,서초구,서초4동,서초동,서울특별시 서초구 서초대로 331,127.017618778878,37.495137182088,
208558,배스킨라빈스관악은천,음식,기타 간이,아이스크림/빙수,서울특별시,관악구,보라매동,봉천동,서울특별시 관악구 은천로 27,126.938547087827,37.4863887737881,
209274,배스킨라빈스강북,음식,기타 간이,아이스크림/빙수,서울특별시,강북구,수유3동,수유동,서울특별시 강북구 한천로 1044,127.02638092944,37.6405392155287,
209760,베스킨라빈스증미역점,음식,기타 간이,아이스크림/빙수,서울특별시,강서구,염창동,염창동,서울특별시 강서구 양천로 605,126.86562103421,37.5554334967261,
210528,비알배스킨라빈스파르나스몰,음식,기타 간이,아이스크림/빙수,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 테헤란로 521,127.060789660534,37.5091843579469,
212219,배스킨라빈스고척,음식,기타 간이,아이스크림/빙수,서울특별시,구로구,고척1동,고척동,서울특별시 구로구 중앙로5길 59,126.859429724285,37.5004826118822,
213831,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,종로구,숭인1동,숭인동,서울특별시 종로구 종로 347,127.015983120935,37.5740464429401,
215813,배스킨라빈스강서,음식,기타 간이,아이스크림/빙수,서울특별시,강서구,등촌1동,등촌동,서울특별시 강서구 화곡로 398,126.854800245129,37.5584556189768,
218535,베스킨라빈스31만리,음식,기타 간이,아이스크림/빙수,서울특별시,중구,중림동,만리동2가,서울특별시 중구 만리재로 175,126.964446269041,37.5547738424185,
219048,배스킨라빈스신정2동점,음식,기타 간이,아이스크림/빙수,서울특별시,양천구,신정2동,신정동,서울특별시 양천구 신목로 76,126.87407650154,37.5215002644694,
220548,배스킨라빈스당고개점,음식,기타 간이,아이스크림/빙수,서울특별시,노원구,상계3.4동,상계동,서울특별시 노원구 덕릉로118길 7,127.079291093823,37.6675625584553,
228611,배스킨라빈스마포,음식,기타 간이,아이스크림/빙수,서울특별시,마포구,용강동,용강동,서울특별시 마포구 큰우물로 52,126.944276460755,37.5420437030997,
232778,배스킨라빈스마포도화점,음식,기타 간이,아이스크림/빙수,서울특별시,마포구,도화동,도화동,서울특별시 마포구 삼개로 10-1,126.947379530428,37.5394493706963,
234097,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,마포구,상암동,상암동,서울특별시 마포구 상암산로1길 24,126.889318862893,37.5776530664739,
234460,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,마포구,망원1동,망원동,서울특별시 마포구 월드컵로 105,126.907916237065,37.5577244764061,
234990,베스킨라빈스마포구청역점,음식,기타 간이,아이스크림/빙수,서울특별시,마포구,성산1동,성산동,서울특별시 마포구 월드컵로 150,126.90558808907,37.5613611283718,
239549,배스킨라빈스신대방삼거리역점,음식,기타 간이,아이스크림/빙수,서울특별시,동작구,대방동,대방동,서울특별시 동작구 상도로 69,126.928357596914,37.4999476726813,
241873,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,동작구,노량진1동,노량진동,서울특별시 동작구 만양로 105,126.94398655603,37.5128472617661,
243431,배스킨라빈스숭실대점,음식,기타 간이,아이스크림/빙수,서울특별시,동작구,상도1동,상도동,서울특별시 동작구 상도로 364-1,126.953405776462,37.4960634663945,
243611,베스킨라빈스이수역점,음식,기타 간이,아이스크림/빙수,서울특별시,동작구,사당2동,사당동,서울특별시 동작구 동작대로27길 15,126.981003528529,37.4874473980109,
244018,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,동작구,사당4동,사당동,서울특별시 동작구 사당로 236,126.973757462232,37.483158737271,
245303,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,영등포구,당산2동,당산동5가,서울특별시 영등포구 양평로 67,126.899298794634,37.5349292703139,
246489,배스킨라빈스영등포,음식,기타 간이,아이스크림/빙수,서울특별시,영등포구,당산1동,당산동1가,서울특별시 영등포구 당산로 104,126.896395810844,37.5238464056064,
247842,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 강서로 380,126.838848550642,37.5594621394871,
248190,베스킨라빈스송정역점,음식,기타 간이,아이스크림/빙수,서울특별시,강서구,공항동,공항동,서울특별시 강서구 공항대로 34,126.810935734149,37.5609953765901,
250752,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,강남구,개포2동,개포동,서울특별시 강남구 개포로 510,127.068332626721,37.489276653401,
252245,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,관악구,보라매동,봉천동,서울특별시 관악구 봉천로 223-1,126.926656495562,37.4900026766565,
253007,베스킨라빈스홍제,음식,기타 간이,아이스크림/빙수,서울특별시,서대문구,홍제2동,홍제동,서울특별시 서대문구 통일로 420,126.946506980614,37.5869624179312,
253529,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,은평구,갈현2동,갈현동,서울특별시 은평구 서오릉로 150,126.916547481701,37.6119381290033,
253554,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,은평구,대조동,대조동,서울특별시 은평구 통일로 721,126.929917557068,37.6100147867872,
253711,베스킨라빈스녹번역점,음식,기타 간이,아이스크림/빙수,서울특별시,은평구,녹번동,녹번동,서울특별시 은평구 은평로 235,126.933906059207,37.6011667078494,
253720,배스킨라빈스북,음식,기타 간이,아이스크림/빙수,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 응암로 53,126.9097570371,37.5781950086813,
255504,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희맛로 23,126.929648274982,37.5671411203509,
256003,베스킨라빈스응암역점,음식,기타 간이,아이스크림/빙수,서울특별시,은평구,역촌동,역촌동,서울특별시 은평구 은평로 65,126.914956107046,37.5990748062066,
256097,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,은평구,갈현1동,갈현동,서울특별시 은평구 통일로 855-7,126.919958259082,37.6188802943104,
262112,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,은평구,응암3동,응암동,서울특별시 은평구 응암로 181,126.916495445556,37.5881954620021,
265404,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,구로구,구로3동,구로동,서울특별시 구로구 디지털로32길 43,126.897869806414,37.4843854057524,
267420,베스킨라빈스신도림테크노마트점,음식,기타 간이,아이스크림/빙수,서울특별시,구로구,구로5동,구로동,서울특별시 구로구 새말로 97,126.89020763235,37.5070380397769,
267832,베스킨라빈스신도림,음식,기타 간이,아이스크림/빙수,서울특별시,구로구,신도림동,신도림동,서울특별시 구로구 경인로 661,126.886965798897,37.5090348833153,
268489,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,송파구,방이2동,방이동,서울특별시 송파구 백제고분로 465,127.113033666263,37.5121832630602,
271206,배스킨라빈스관악난향점,음식,기타 간이,아이스크림/빙수,서울특별시,관악구,난향동,신림동,서울특별시 관악구 난곡로 98,126.919442347265,37.4640677569199,
272037,비알배스킨라빈스반포서래마을,음식,기타 간이,아이스크림/빙수,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 서래로 39,126.998201277061,37.498542284594,
275660,베스킨라빈스등촌역점,음식,기타 간이,아이스크림/빙수,서울특별시,양천구,목3동,목동,서울특별시 양천구 공항대로 562,126.867516144635,37.5491174134509,
276538,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,양천구,신정1동,신정동,서울특별시 양천구 신월로 348,126.859559942768,37.5216583211476,
276540,베스킨라빈스목동,음식,기타 간이,아이스크림/빙수,서울특별시,양천구,목5동,목동,서울특별시 양천구 목동서로 63,126.879161266727,37.5362626050942,
278143,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,양천구,신정7동,신정동,서울특별시 양천구 목동동로 59,126.861606317753,37.515037402336,
278913,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,양천구,신정1동,신정동,서울특별시 양천구 중앙로 262,126.853388534976,37.5198325301774,
279215,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,양천구,목1동,목동,서울특별시 양천구 목동로 210,126.864428281815,37.5273727666051,
282846,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 고무래로8길 2,127.010506671376,37.5027638142378,
285186,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,금천구,독산1동,독산동,서울특별시 금천구 시흥대로 391,126.896868619428,37.4686527631328,
285304,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,관악구,난곡동,신림동,서울특별시 관악구 난곡로 213,126.917777791465,37.4736757527552,
286346,베스킨라빈스은마,음식,기타 간이,아이스크림/빙수,서울특별시,강남구,대치2동,대치동,서울특별시 강남구 도곡로 504,127.061598284576,37.4988016019982,
290026,배스킨라빈스삼성플래티넘,음식,기타 간이,아이스크림/빙수,서울특별시,강남구,삼성2동,삼성동,서울특별시 강남구 봉은사로 474,127.052006131015,37.5123579883076,
290264,베스킨라빈스대치,음식,기타 간이,아이스크림/빙수,서울특별시,강남구,대치4동,대치동,서울특별시 강남구 선릉로64길 5,127.052619471603,37.4978378890953,
291475,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,관악구,중앙동,봉천동,서울특별시 관악구 봉천로 475,126.952964224882,37.4823275351086,
292206,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,금천구,시흥1동,시흥동,서울특별시 금천구 시흥대로 229,126.900359911467,37.4541153090441,
292292,베스킨라빈스아이스크림,음식,기타 간이,아이스크림/빙수,서울특별시,관악구,남현동,남현동,서울특별시 관악구 과천대로 949,126.981303735068,37.4753308059951,
293422,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,성북구,안암동,안암동5가,서울특별시 성북구 고려대로24길 25,127.029527197268,37.585043166522,
295253,배스킨라빈스영등포,음식,기타 간이,아이스크림/빙수,서울특별시,영등포구,문래동,문래동3가,서울특별시 영등포구 당산로 42,126.895867705872,37.5182279780668,
295941,베스킨라빈스31,음식,기타 간이,아이스크림/빙수,서울특별시,강서구,염창동,염창동,서울특별시 강서구 양천로 711,126.874951268095,37.5498732808466,
296282,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,강북구,삼양동,미아동,서울특별시 강북구 솔샘로 225,127.01774340471,37.6201402733438,
296534,배스킨라빈스내방점,음식,기타 간이,아이스크림/빙수,서울특별시,서초구,방배4동,방배동,서울특별시 서초구 방배로 200,126.991659889403,37.4913142466709,
298132,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,강남구,대치4동,대치동,서울특별시 강남구 선릉로 402,127.050987513032,37.5007892662467,
298375,배스킨라빈스목동,음식,기타 간이,아이스크림/빙수,서울특별시,양천구,목1동,목동,서울특별시 양천구 오목로 299,126.870342171311,37.5260779264084,
299913,비알배스킨라빈스홍대상상마당,음식,기타 간이,아이스크림/빙수,서울특별시,마포구,서교동,서교동,서울특별시 마포구 어울마당로 61,126.920991038154,37.5505012263072,
300990,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,강동구,강일동,강일동,서울특별시 강동구 아리수로 427,127.174586296998,37.5649539025937,
301408,베스킨라빈스구로,음식,기타 간이,아이스크림/빙수,서울특별시,구로구,오류1동,오류동,서울특별시 구로구 경인로 197,126.842943806439,37.4958711354393,
302788,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌로 173-1,126.945265698244,37.5569647809148,
305255,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,강북구,미아동,미아동,서울특별시 강북구 도봉로 193,127.025970279951,37.6259931231247,
307040,배스킨라빈스효창센터포레,음식,기타 간이,아이스크림/빙수,서울특별시,용산구,효창동,효창동,서울특별시 용산구 백범로 313,126.962963885014,37.5392358564137,
310872,비알배스킨라빈스삼청마당점,음식,기타 간이,아이스크림/빙수,서울특별시,종로구,삼청동,화동,서울특별시 종로구 율곡로3길 74-1,126.982213795537,37.579004174959,
311819,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,마포구,합정동,합정동,서울특별시 마포구 독막로 9,126.914597696439,37.5488838290873,
315905,배스킨라빈스사당방배,음식,기타 간이,아이스크림/빙수,서울특별시,서초구,방배2동,방배동,서울특별시 서초구 동작대로 44,126.982196189991,37.4803844047686,
316374,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,송파구,문정2동,문정동,서울특별시 송파구 충민로 10,127.119370608348,37.4782606521025,
320773,배스킨라빈스보문역점,음식,기타 간이,아이스크림/빙수,서울특별시,성북구,보문동,보문동2가,서울특별시 성북구 보문로 113,127.019269006686,37.5850484841789,
321801,배스킨라빈스장한평역점,음식,기타 간이,아이스크림/빙수,서울특별시,동대문구,장안1동,장안동,서울특별시 동대문구 장한로 27,127.065954643127,37.5639462036854,
324778,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,중랑구,망우본동,망우동,서울특별시 중랑구 양원역로10길 3,127.106340928327,37.606644082086,
324896,베스킨라빈스창동역,음식,기타 간이,아이스크림/빙수,서울특별시,도봉구,창5동,창동,서울특별시 도봉구 노해로65길 17,127.046074019248,37.6520531230651,
325036,베스킨라빈스둔촌,음식,기타 간이,아이스크림/빙수,서울특별시,강동구,둔촌2동,둔촌동,서울특별시 강동구 천호대로 1200,127.144642879281,37.5345464025386,
325406,배스킨라빈스청계천점,음식,기타 간이,아이스크림/빙수,서울특별시,중구,황학동,황학동,서울특별시 중구 청계천로 400,127.021448203321,37.5708030625306,
325784,베스킨라빈스굿모닝시티점,음식,기타 간이,아이스크림/빙수,서울특별시,중구,광희동,을지로6가,서울특별시 중구 장충단로 247,127.007339777453,37.5667927655946,
330871,베스킨라빈스31,음식,기타 간이,아이스크림/빙수,서울특별시,중랑구,면목3.8동,면목동,서울특별시 중랑구 사가정로 395,127.08865915906,37.5808290819723,
332683,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,동대문구,장안2동,장안동,서울특별시 동대문구 장한로 130,127.071822168428,37.5718225841748,
