,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도,브랜드명
336516,배스킨라빈스외대점,음식,기타 간이,아이스크림/빙수,서울특별시,동대문구,이문1동,이문동,서울특별시 동대문구 휘경로 21,127.062376284547,37.595661665876,
337155,배스킨라빈스31,음식,기타 간이,아이스크림/빙수,서울특별시,동대문구,회기동,회기동,서울특별시 동대문구 경희대로4길 2,127.052655217862,37.5924844529008,
337374,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,동대문구,전농2동,전농동,서울특별시 동대문구 사가정로 148,127.061516773319,37.5766337889916,
337703,배스킨라빈스노원역점,음식,기타 간이,아이스크림/빙수,서울특별시,노원구,상계6.7동,상계동,서울특별시 노원구 노해로 492,127.06265754677,37.6544476562407,
340198,배스킨라빈스아현역점,음식,기타 간이,아이스크림/빙수,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 신촌로35길 10,126.955950687973,37.558537459221,
340804,배스킨라빈스방화역점,음식,기타 간이,아이스크림/빙수,서울특별시,강서구,방화3동,방화동,서울특별시 강서구 금낭화로 146,126.813288950552,37.5781836387184,
341843,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,성동구,용답동,용답동,서울특별시 성동구 용답중앙15길 16,127.054127925867,37.5646900168353,
342050,배스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,성동구,사근동,행당동,서울특별시 성동구 마조로 25,127.04089869257,37.5600330001779,
342370,베스킨라빈스군자점,음식,기타 간이,아이스크림/빙수,서울특별시,광진구,군자동,군자동,서울특별시 광진구 천호대로 548,127.079012895356,37.5569305034381,
342664,배스킨라빈스건대스타시티점,음식,기타 간이,아이스크림/빙수,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 아차산로 262,127.072944230258,37.5369968145663,
342994,베스킨라빈스중곡역점,음식,기타 간이,아이스크림/빙수,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 능동로 415,127.084151563141,37.5661611804639,
343011,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로 375,127.084349088885,37.5370677758761,
343537,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 뚝섬로 552,127.071257785585,37.5342984266508,
343583,베스킨라빈스,음식,기타 간이,아이스크림/빙수,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 천호대로 659,127.089912146156,37.5522935128352,
344599,비알베스킨라빈스왕십리민자역사점,음식,기타 간이,아이스크림/빙수,서울특별시,성동구,행당1동,행당동,서울특별시 성동구 왕십리광장로 17,127.038379235542,37.5614361598608,
